TCGA-BH-A18H,TCGA-E2-A14P,TCGA-AN-A04A,TCGA-5L-AAT1,TCGA-GI-A2C8,TCGA-AQ-A0Y5,TCGA-A8-A07I,TCGA-E9-A1R4,TCGA-AC-A8OP,TCGA-AR-A24Q,TCGA-D8-A1XU,TCGA-AO-A03N
0.0,0.074,0.1672,0.1567,0.0,0.2072,0.0,0.162,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.0
0.8992,0.7414,0.0909,0.5474,0.1352,0.7239,0.2114,0.9435,3.6057,0.0854,0.3807,0.0958
0.2794,0.1461,0.1584,0.2103,0.0489,0.398,0.4371,0.403,0.4231,0.1489,0.3097,0.1363
1.0336,0.8953,0.0,1.4214,0.0,0.5221,1.8526,0.7349,0.3751,0.2377,0.1765,0.1865
420.5563,422.2959,571.8924,754.3988,148.4703,620.5619,408.1276,555.2027,518.263,837.7516,441.7253,201.7908
0.0702,0.0,0.0,0.1367,0.0338,0.0603,0.2376,0.0707,0.1732,0.0,0.0408,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1776,0.0573,0.0,0.0133,0.3077,1.3685,0.1388,0.068,0.0,0.016,0.0986
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1308,0.0
0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0937,0.33
0.2164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4295,0.0,1.4154,5.9677,0.0,8.242,6.4529,2.4685,0.0,0.1331,0.7115,16.4954
0.0,0.402,0.2422,0.6808,0.3152,0.15,0.2465,0.132,0.3234,0.3415,0.1776,0.134
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0755,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1291,0.0,0.0895,0.0,0.0,0.0,0.0,0.13,0.0,0.0841,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0929,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.666,1.6869,1.1534,0.2215,2.0335,0.0742,1.0602,0.3246,0.0,0.4202,0.0
0.1179,0.0,0.0,0.0,0.1702,0.0,0.0,0.1188,0.4365,0.0768,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.4553,18.1811,8.6227,5.7318,0.0,0.1444,56.3492,239.3736,4.356,4.6006,15.9617,4.2115
0.0,0.0,0.0,0.1427,0.0,0.0,0.0,0.0738,0.0,0.0477,0.5104,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0748,0.0,0.0,0.0432,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9465,1.0456,0.373,2.2133,0.1151,1.0783,1.2821,2.9513,3.0248,0.4285,0.4861,0.2446
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.1965,0.0,0.0,0.2434,0.0,0.0,0.0,0.0,0.0823,0.0
0.0,0.0,0.0,0.0396,0.0147,0.0262,0.0229,0.0307,0.0,0.0066,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1432
0.0,1.8556,0.3992,0.0,0.1385,0.1237,0.0,0.4352,0.0,0.7506,0.0836,0.589
0.0,0.0,0.0,0.0,2.1319,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2283,0.0,0.0527,0.0,0.0,0.1307,0.1718,0.0767,0.0,0.0496,0.0442,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0499,0.0,0.0,0.0,0.0,0.0,0.0888,0.0469,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134,0.0,0.0
0.0,0.4486,0.0,0.3165,0.0,0.0,0.0,0.0,0.4009,0.2117,0.0,0.0
0.0,0.7318,0.7348,1.0327,0.1275,0.3983,0.3739,1.4017,0.327,0.2159,0.1924,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2465,0.5672,0.0,0.1201,0.0,0.2117,0.3478,0.6829,0.0,0.2409,0.501,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0745,0.0,0.0
0.0295,0.0543,0.4842,0.6134,0.1231,0.338,0.2665,0.5451,0.3764,0.2949,0.6514,0.0151
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0768,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0399,0.0,0.0626
0.0,0.0,0.0,0.0,1.1039,0.0,0.0,0.3853,0.0,0.0,0.0,0.0
0.1434,0.132,0.1988,0.0,0.0,0.0,0.8094,0.5779,0.0,0.1869,0.4165,0.1467
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0985,0.0,0.0
4.9421,8.9912,7.0896,6.7172,1.9903,9.4745,7.9119,5.7885,3.1197,7.4883,4.9387,8.8723
0.0,0.0,0.0433,0.0,0.0,0.0,0.1411,0.063,0.0,0.0,0.0726,0.0
0.0,3.0799,0.0,0.1917,0.0,0.0,0.0,0.347,0.0,0.0,0.0,0.0755
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1738,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4236,0.0,0.1957,0.0,0.0679,0.485,0.3187,0.0,0.5226,0.184,0.246,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0349,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
0.0,0.0138,0.0,0.0,0.0,0.0,0.0,0.0301,0.0,0.0,0.0,0.0229
0.0,0.0722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2784,0.0699,0.0,0.0485,0.0866,0.0,0.0,0.2488,0.1314,0.0,0.0
0.6455,0.1188,1.2526,1.6766,0.5382,0.7021,14.3741,21.9759,1.2742,1.2897,0.3998,0.814
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0099,0.0,0.0,0.0,0.0,0.0067,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5807,0.5344,0.2012,0.0,0.0,0.0,0.0,0.2924,0.3582,0.0,0.6744,0.0
0.0,0.1173,0.0,0.0,0.0,0.0,0.2878,0.5137,0.1573,0.0,0.074,0.0
0.0136,0.0,0.0,0.0,0.0,0.0,0.0,0.0547,0.0,0.0,0.0079,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1169,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.2213,0.1454,0.0,0.159,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.838,8.8338,1.1323,4.7742,0.1965,3.5072,1.6132,2.6742,7.5589,2.9272,0.5929,0.4176
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1068,0.0,0.0691,0.0616,0.0
0.4444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0919,0.0,0.0,0.0,0.0
0.0,0.1563,0.0392,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,0.0657,0.0
0.0,0.084,0.0,0.3557,0.0439,0.4703,0.206,0.8275,0.4505,0.2379,0.0,0.0
0.0353,0.0,0.0,0.0688,0.0,0.0,0.0,0.0711,0.0,0.023,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1431,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0
31.5209,56.4408,65.5065,57.4591,39.0291,34.0077,53.3841,69.1451,46.9216,111.8506,36.3575,13.5789
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.1752,0.0,0.4864,0.0,1.4263,0.0,0.0,0.0,0.2936,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5808,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.3048
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0554,1.457,0.2926,1.028,0.0,0.6344,0.9528,2.3387,1.0417,0.0,0.3677,0.1079
0.7681,3.3135,1.4306,2.6185,0.6234,2.1847,2.1127,7.4464,1.303,3.8157,1.0871,0.9325
1.166,1.4309,0.0,1.5144,0.0,0.6675,0.0,2.349,2.8773,2.5323,1.1285,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0399,0.0,0.0,0.0,0.0,0.0,0.0
0.1215,2.3483,0.1263,0.3551,0.0584,1.5128,0.2057,6.2417,0.0,2.1374,0.8819,1.646
0.0,0.121,0.0,0.0,0.0,0.1129,0.0,0.0,0.1622,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0834,0.0628,0.0883,0.0,0.0,0.0,0.0,0.1118,1.2108,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.5427,10.5221,6.2631,10.8029,8.8252,5.1144,8.1892,5.3098,6.6727,34.6125,2.3454,2.0649
0.0,0.024,0.0,0.0,0.0,0.0224,0.0,0.0263,0.0161,0.0085,0.0303,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3224,0.9589,0.3611,1.0149,0.0964,0.5506,0.4975,1.655,0.445,1.0183,0.3956,0.3688
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0859,0.0,0.2222,0.0,0.0
3.8183,2.1085,0.3529,4.9591,0.2449,0.6558,0.2873,13.846,12.2486,1.161,2.0694,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0845,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7113,0.2483,0.2125,0.4778,0.2183,0.516,0.6089,0.7288,0.3783,0.5673,1.0254,0.2633
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1305,0.0,0.0,0.0,0.4394,0.0,0.0,0.0,0.161,0.0,0.1515,0.0
0.0,0.0,0.2723,0.0,0.0,0.0,0.0,0.0,0.4848,0.0,0.0,0.0
3.006,1.4967,1.5711,4.8962,0.6874,3.343,1.6128,19.1108,2.7969,2.3438,2.7185,2.746
0.0,1.7567,0.0551,0.0,0.0,1.2293,0.5385,0.4807,0.4906,0.0518,0.4156,0.4066
0.2445,0.0482,0.0121,0.2721,0.0,0.06,0.1379,0.3342,0.4524,0.091,0.0203,0.0357
3.3105,3.3303,4.749,5.0995,3.2589,3.57,1.2164,6.3591,7.5992,1.3042,1.9223,3.7785
0.077,0.0,0.0267,0.075,0.0093,0.0661,0.1955,0.0582,0.2375,0.0,0.0224,0.0
0.3378,0.0,0.0,0.6581,0.0,1.1603,0.3812,2.0417,0.0,0.0,0.5885,0.0
0.0,0.6104,0.4597,0.0,0.9571,0.0,0.0,0.0,0.0,0.0,1.1554,0.3391
0.3012,0.0,0.0,0.0,0.1449,0.0,0.0,0.0,0.0,0.0,0.1749,0.0
0.4756,0.9484,0.2198,1.081,0.3813,0.2723,1.3418,0.4791,0.3912,0.1549,0.5984,0.5673
0.0576,0.0,0.0399,0.0,0.0277,0.0,0.195,0.0,0.0,0.0751,0.1338,0.3239
0.1116,0.0,0.0773,0.0,0.0,0.0,0.0,0.3371,0.2753,0.0727,0.0648,0.5133
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5164,0.0,0.1789,0.0,0.0,0.0,0.0,0.0,0.3186,0.3364,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.108,0.0,0.0,0.5352,0.5275,0.1569,0.9612,0.203,0.4524,0.239
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0165,0.0,0.0,0.0204,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.1625,0.0,0.1906,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0323,0.0424,0.0,0.0464,0.0,0.0,0.0
0.5208,0.3835,0.1444,0.2029,0.1253,0.7603,0.8817,1.4165,1.9921,0.2375,0.8166,0.0533
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.046,0.0424,0.1595,0.6275,0.0,0.079,0.0,0.0927,0.1703,0.0,0.1336,0.1647
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.1067,0.0,0.0,0.1236,0.662,0.0676,0.0714,0.0,0.0
0.9454,0.1631,0.3686,0.518,0.6679,0.2283,0.2334,2.1575,2.6609,0.1155,0.2316,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.1202,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0801,0.0737,0.0,0.052,0.0128,0.0229,0.0,0.0538,0.0659,0.0522,0.031,0.0137
0.4788,0.4406,0.0,0.0,0.0,0.0,0.0,0.4822,0.5907,0.0,0.556,0.0
0.1659,0.0,0.0,0.0,0.0,0.0,0.0624,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.045,2.1116,0.1871,0.4382,0.0,0.2318,0.7615,0.4985,0.111,0.0879,0.6531,1.7019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8367,0.6161,2.3197,0.652,0.0,0.4311,1.1331,1.0114,1.0324,0.2181,1.1661,0.0
0.23,0.0353,0.0266,0.0,0.0,0.0658,0.0433,0.0386,0.0946,0.0499,0.0445,0.0784
0.0,0.0974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.7244,1.4755,3.4873,11.6283,0.7119,3.9394,5.2329,13.3664,7.121,4.6764,5.0987,1.324
37.1305,21.1319,18.4597,40.8965,6.3742,14.5336,14.2141,22.7314,37.7178,13.5064,10.5137,51.5132
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6756,0.7066,0.5747,0.4188,1.9499,0.5802,0.2079,1.5158,0.9094,1.2806,0.8916,0.2041
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1116,0.0,0.0,0.0,0.161,0.0,0.5036,0.2248,0.0,0.7269,0.1296,0.0
0.0813,0.0,0.1127,0.0,0.0782,0.0,0.0,0.0,0.1003,0.0,0.0472,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1581,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1409,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2886,0.0,0.0,0.0715,0.0,0.2517,0.1028,0.0,0.1451,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.6169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0152,0.0279,0.0,0.0295,0.0,0.0,0.0171,0.0,0.0187,0.0296,0.0,0.0078
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0554,0.0509,0.0384,0.0,0.0,0.0475,0.0,0.0558,0.0,0.0,0.0321,0.0
0.0587,0.108,0.0407,1.0288,0.0,0.1008,0.4635,0.8866,0.1448,0.1529,0.0,0.3
0.2655,0.8144,0.0,0.0,0.2554,0.0,0.0,0.4457,0.4367,0.173,0.2569,0.2262
0.0,0.4566,0.0,0.0,0.0,0.0609,0.0,0.0,0.0,0.0,0.0,0.2174
2.9169,3.1583,3.0919,3.4541,0.6603,1.768,1.8718,6.3372,6.7038,2.1613,1.5941,1.9005
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0586,0.0269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0191,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.4668,0.0,0.0,0.0,0.2993,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3327,0.0,0.0,0.0,0.0,0.0,0.0,0.223,0.0,0.0,0.0
0.0507,0.0233,0.0,0.0,0.0488,0.0653,0.0858,0.0255,0.0625,0.0,0.103,0.0648
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1881,0.1385,0.0782,0.1466,0.0181,0.1615,0.0,0.3031,0.0928,0.0735,0.0655,0.0769
0.2177,0.6012,0.2264,1.4847,0.2095,0.2805,0.1229,1.0967,1.3433,0.0709,0.1264,0.6679
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.3727,0.0,0.0,0.0,0.3193,0.1425,0.0,0.0,0.7394,1.0125
0.1865,3.1299,0.2509,1.0899,0.0,0.1413,1.1142,0.5746,0.6632,0.386,0.8408,2.5461
0.5738,1.3201,0.3977,0.5589,0.0,0.0,0.0,0.289,0.0,0.1869,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0843,0.0751,0.0
2.2105,0.4343,1.7384,1.1602,0.7089,3.9111,1.9051,1.0777,1.5536,1.7805,1.9019,0.694
0.3153,0.0,0.2186,0.1536,0.1517,0.0,0.089,0.0,0.0973,0.0514,0.0,0.2015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1701,0.3131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0988,0.087
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0953,0.0,0.0
0.0,0.0682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3394,0.0,0.0,0.0,0.0,0.1457,0.1915,0.0,0.0,0.1106,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.4234,0.3967,0.098,0.3497,0.2298,0.6154,0.5025,0.1327,0.7095,0.3123
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1443,0.0,0.0679,0.0
0.0,0.2661,0.0,0.5633,0.0,0.0,2.6107,0.5826,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0707,0.0,0.0,0.0,0.0731,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1211,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1938,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1316,0.0,0.0
0.0575,0.0353,0.1728,1.9431,0.0185,0.0988,0.1082,0.5023,0.213,0.05,0.1002,0.3236
0.0,0.9615,0.0,0.0,0.0,0.0,0.0,0.0,0.2578,0.0,0.1213,0.0
2.685,0.1853,0.093,1.3077,1.1301,0.3458,0.0758,5.1386,0.0828,0.0437,0.5457,3.0541
0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.1728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1953,0.0799,0.1955,0.0846,0.0,0.1118,0.2449,0.1312,0.1607,0.1838,0.3025,0.1442
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.4573,11.3052,2.2882,7.3776,1.6581,2.2096,1.5889,12.862,10.8424,3.7011,3.0448,4.6911
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.1419,0.0,0.0,0.0,0.2311,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.1856,0.0,0.0644,0.0,0.3022,0.2697,0.8259,0.0872,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205,0.0365,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1044,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.8283,0.0,0.2524,0.0,0.0,0.0487,0.0,0.0,0.0,0.0,0.0
