TCGA-BH-A18H,TCGA-E2-A14P,TCGA-AN-A04A,TCGA-5L-AAT1,TCGA-GI-A2C8,TCGA-AQ-A0Y5,TCGA-A8-A07I,TCGA-E9-A1R4,TCGA-AC-A8OP,TCGA-AR-A24Q,TCGA-D8-A1XU,TCGA-AO-A03N
4.291,16.0575,1.8719,11.2025,5.5739,8.3045,16.764,11.3212,31.7115,10.5443,7.0196,3.6524
20.4757,174.8355,29.9497,27.1641,9.2449,31.3086,41.5003,26.5086,24.178,43.5004,43.3099,20.8391
5.7553,54.4519,8.7175,5.7216,4.9663,13.7538,17.0046,10.0555,7.4623,13.7628,12.752,2.6106
6.5035,7.3301,5.1673,5.8392,9.1582,6.7096,20.316,11.5163,7.6985,9.1194,5.6975,2.7514
22.4869,40.1045,19.9479,28.3657,33.7241,29.5374,28.1271,18.808,22.5407,28.4045,21.0693,11.5501
0.2808,0.0969,0.4054,0.7294,92.4646,0.6229,0.6206,0.1768,0.5774,0.2287,0.625,0.2572
20.3436,29.2338,16.1103,14.8114,3.8303,16.8938,21.5672,19.5625,16.4293,16.0258,12.947,6.0062
66.4262,108.4191,54.1741,68.2384,17.5323,72.4851,103.9609,69.0262,39.003,45.1744,55.2108,25.6036
6.7744,2.0481,4.5403,8.2528,1.6938,13.7908,5.9405,6.6167,5.4913,10.8772,10.1612,1.4849
1.5033,0.049,0.1291,0.0259,0.0,0.08,0.0901,0.4824,1.8548,0.0347,0.1313,0.0136
0.1638,0.0754,0.0486,0.3874,0.0056,0.0502,0.0792,1.1665,0.1155,0.1601,0.0951,0.0299
9.0056,9.5268,6.8012,7.6226,0.7817,12.044,11.1674,12.147,7.9949,25.8303,7.6757,6.8106
16.947,33.8909,27.5629,21.0218,12.6138,55.3538,26.9138,20.5505,19.1629,29.0145,17.7945,8.2553
0.0,0.0,1.8084,0.0711,0.0088,0.047,0.0,0.0919,0.045,0.0357,0.0106,0.0
22.9393,86.8871,33.9871,42.701,23.0503,33.4072,47.2221,41.2196,45.4821,250.4851,40.2995,25.6656
24.5328,61.145,36.1303,31.0617,18.6968,67.7609,46.4152,20.5108,42.0734,63.0107,45.9446,26.3072
17.7281,40.6903,95.8783,24.1452,2.3204,62.4901,136.7928,41.9718,43.3017,14.7376,21.9086,5.8413
290.3088,495.6789,829.6308,552.4073,128.8757,343.8688,130.6379,258.2153,400.6263,324.3283,338.6933,239.4112
135.2017,114.5388,156.4984,190.2124,31.593,138.067,182.72,173.1875,130.6989,195.4589,116.0246,46.0098
5.7331,6.1234,5.655,5.3614,9.7049,11.555,11.5284,20.9305,15.8148,7.0948,13.692,2.582
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.455,11.68,3.2891,4.1773,10.1784,6.2626,7.5249,3.1755,2.2641,4.8569,2.0023,0.8419
17.4533,37.5697,27.4056,18.8614,14.1566,25.6783,26.4,18.7014,12.9398,10.5323,17.1659,5.8588
5.0049,5.1053,5.2032,7.1773,4.3936,5.8735,4.9577,5.2934,9.8629,20.4801,5.5945,2.6652
5.9352,2.4042,11.5637,19.44,2.335,9.1445,15.858,36.3443,14.4481,3.8539,10.6124,1.8983
19.3929,9.4882,20.4528,26.7474,121.8924,11.9547,51.1464,57.2714,10.9703,26.2881,19.3404,10.1476
55.2186,96.7244,23.2452,38.1749,16.4655,52.0975,14.2357,21.6176,22.6273,35.8228,20.6062,31.0628
43.7027,48.1201,71.4308,87.9847,20.7232,94.4066,108.3133,56.6977,58.2808,73.8201,73.3495,28.2263
10.0413,89.9698,7.0198,5.0072,0.482,5.6485,20.3036,14.8536,12.604,21.2588,5.7042,10.3335
179.632,144.942,308.5817,133.5515,21.6183,263.8005,161.5868,567.0275,177.8097,83.7102,255.1296,59.4593
42.248,87.4025,31.7742,57.1213,5.4873,25.1063,87.2362,42.1732,55.1429,68.8579,26.4555,22.4904
32.0497,61.7205,33.8109,75.4837,7.5036,120.0558,30.158,55.4242,36.549,72.9211,24.7956,23.1672
33.3847,35.3611,21.1779,44.0069,8.7115,22.069,39.5191,34.6964,43.2841,38.5218,24.6461,14.878
11.8553,16.7158,13.3102,28.4738,9.2288,7.1033,11.2539,18.8747,13.5783,12.4528,11.6027,7.0748
0.8215,1.0081,0.3796,0.0,0.0,0.2351,0.6181,1.1033,0.3379,0.0,0.9541,0.28
9.9847,16.7553,20.0702,3.8576,9.6402,40.5093,38.286,28.4074,19.3819,26.9129,26.7663,0.9755
80.9896,85.8804,132.5462,140.8374,28.9285,103.017,88.3922,234.4384,86.7836,38.6483,70.8637,39.6806
16.9742,24.0795,25.4554,23.344,9.0516,21.614,17.2672,70.5914,27.3639,11.355,18.0414,9.2866
46.3615,46.3813,55.0012,66.8385,12.0315,28.5386,60.7091,75.2598,73.7355,21.0394,34.973,8.7362
0.0351,0.0162,0.0669,0.1368,0.0507,2.1406,0.1288,0.389,0.2924,8.8701,1.5087,0.35
71.3425,87.4657,138.2146,135.4185,43.5416,251.3598,140.0413,164.3512,159.2649,173.4068,362.6546,99.941
0.0527,0.0097,0.0146,0.0,0.0912,0.0,0.0951,0.0,0.026,122.5641,0.0061,0.0
24.6595,51.6788,28.2091,29.033,8.613,39.9633,25.1199,19.5093,23.8965,20.2196,18.189,16.1335
0.0,0.1144,0.0287,0.0323,0.008,0.0071,0.0,0.1836,0.092,8.2901,0.0,0.0
31.3603,62.4206,35.0679,35.5552,4.0795,46.7898,49.116,33.6549,21.4633,35.8873,60.6011,25.1339
37.8039,43.1913,49.0529,52.3696,85.3632,53.6264,54.5147,77.3123,61.3935,48.5393,66.5528,32.7119
13.3308,13.2255,28.2847,19.233,1.0694,29.8796,20.8692,32.7847,58.8014,13.3474,15.7884,5.0819
0.0571,0.0,0.0,0.0,0.0,0.0,0.0,0.0576,0.2115,0.0,0.0332,0.0
126.3241,126.2111,166.1074,101.4225,6.0032,120.4861,159.9688,128.3395,74.3755,316.1348,125.3798,32.3179
5.5571,9.0646,8.9491,11.0655,7.2333,9.3953,16.0094,12.291,10.0011,7.1583,15.1883,1.4775
1.1427,4.131,2.1651,2.8507,0.2293,12.0428,0.167,1.9956,11.9076,4.5152,6.5064,0.4749
6.0605,23.8189,6.0594,4.812,4.2544,4.8251,9.7417,12.1323,62.3016,5.392,7.9157,1.0197
52.063,71.4684,41.0489,59.6077,4.0283,24.2051,80.729,73.3025,79.0028,49.4927,69.4421,37.5641
3.6515,5.7612,9.664,6.8556,4.3572,4.0456,5.7466,5.6631,8.2034,20.5486,6.4668,2.7684
0.0551,0.1141,0.0191,0.1341,0.0,0.1301,0.2176,0.1248,0.1359,0.0359,0.048,0.0
0.3982,2.2067,0.6899,4.4894,69.6155,1.4004,2.7727,5.3379,5.4721,9.0389,2.5951,1.1023
8.381,9.0031,16.0453,5.96,1.7622,9.8569,14.4772,14.6572,10.1344,4.6063,9.5393,2.0437
4.1025,25.3624,9.1216,15.1025,18.3771,25.781,14.3998,12.8673,97.9862,9.6163,15.4076,4.3489
50.746,257.7492,44.1712,25.9846,32.9716,156.4848,90.3442,75.1648,30.4527,94.5777,54.9967,11.0201
160.9862,209.227,50.3723,214.323,30.1927,887.8034,110.8887,79.1803,187.35,73.4779,62.3442,85.0263
0.0,0.0114,0.0,0.0,0.0,0.0106,0.014,0.0,0.0917,0.0,0.0,0.0
51.2478,34.3204,52.8142,16.3172,20.4465,110.3049,96.7482,70.4701,62.1149,43.9492,74.8554,14.2479
20.0052,25.6772,19.4804,21.8136,81.5793,26.6685,14.3942,22.0761,20.0689,27.2864,13.0037,12.776
4.2913,8.2266,6.4587,8.0085,7.2269,8.9819,11.1547,8.4436,6.8709,6.2527,16.5678,3.7644
16.5794,6.2372,18.2323,13.792,84.0356,62.3116,24.3776,21.2867,22.8447,14.4784,23.5762,5.6299
43.0487,83.1905,49.6792,29.9101,17.7114,69.025,78.1705,77.8156,30.2259,37.2419,43.5291,14.6194
212.7181,632.4433,286.7962,248.7453,53.8811,206.3305,153.1881,250.416,168.6849,124.7428,331.0729,174.3209
23.7365,68.901,19.3886,30.6444,4.0945,28.0536,57.2623,40.5726,49.08,24.5764,21.2603,6.6505
5.9386,28.1065,7.6075,2.9013,0.451,5.9836,11.9096,14.7417,5.6257,14.0514,4.4093,3.3367
5.2806,8.0637,3.9497,7.9583,0.9733,6.1559,8.2236,7.8722,11.3103,2.9038,4.9478,2.1596
0.0,0.076,0.0531,0.0115,0.2183,0.0202,0.0931,0.0475,0.2182,0.0038,0.0787,0.0
19.2336,35.8574,26.1432,8.5056,5.048,46.0103,29.988,20.886,12.9569,23.305,33.0759,7.1298
2.9239,1.5606,2.3881,11.2018,0.8313,14.1031,5.483,15.2187,3.0577,4.6953,2.4994,0.9224
5.2295,23.3168,14.2189,4.9579,10.1921,14.7052,14.1376,9.4188,5.7431,14.8215,16.5226,1.385
12.5098,5.1719,10.9761,10.0009,2.763,18.0926,10.0256,17.4833,12.1141,12.9566,9.4492,6.0705
101.915,106.1526,67.9638,195.39,405.8759,122.2108,86.3222,140.4121,208.665,118.7896,125.8664,28.4009
24.1571,17.382,15.956,25.6872,2.7031,19.8802,19.7483,39.5179,19.0997,11.5125,19.7203,2.1516
33.2234,31.1858,44.355,30.9605,32.5668,61.7439,53.2915,69.3726,42.9583,33.0901,45.8702,8.9463
8.9928,4.618,1.4518,14.1027,1.57,0.9956,2.8917,8.8031,7.3087,5.1862,1.8047,0.7421
1.9893,25.0971,15.6283,9.0506,1.4918,10.8644,11.0292,2.8003,6.3264,6.2469,10.2167,3.5878
5.8085,5.9885,13.4029,17.9595,2.0249,23.6181,39.6723,12.8535,12.0109,15.5599,23.0283,1.4537
17.4531,21.2958,17.2145,27.9557,4.9086,35.0507,13.3437,17.7743,16.0001,30.1146,20.5586,17.7176
17.8276,20.6824,38.7127,16.2908,0.4192,28.7223,28.2266,86.5002,12.8909,2.1624,37.0261,4.4456
11.0239,22.648,14.2259,9.3069,1.7817,15.578,15.836,45.2055,13.3733,21.2837,15.0095,7.2459
4.2061,4.6488,14.0944,7.9198,2.809,25.8389,14.4201,10.9324,8.6183,15.9472,10.1349,2.9086
2.4929,7.6848,2.08,5.7052,404.2388,1.8497,8.2211,11.3118,8.7792,24.6309,8.1512,0.9651
10.0433,15.8667,10.9104,15.8884,5.4651,8.3598,13.5624,17.2155,19.9161,13.2408,9.5013,4.8433
8.2749,10.66,19.4569,7.2982,5.1893,12.7759,11.1578,11.5475,16.2213,27.6909,13.3274,1.5334
36.581,34.4674,33.6405,54.334,7.7656,14.4283,36.8535,46.8221,27.9446,30.6117,39.8224,28.0989
13.9151,14.268,25.6123,24.9072,3.8633,52.655,9.4535,48.0887,53.4065,48.8478,28.4594,10.938
0.0,0.0715,0.018,0.0,0.0,0.0222,0.1462,0.1565,0.1278,0.0338,0.0902,0.0
7.8349,67.7629,26.6624,8.7519,5.0815,16.1942,42.7554,25.1741,11.1612,30.4886,13.3281,0.9406
0.1368,0.0387,0.2114,0.2459,0.0051,0.271,0.2849,0.1589,0.1428,0.0891,0.2505,0.1506
1.0251,10.1422,1.7439,1.0439,0.1009,1.5805,1.2883,0.6571,15.0048,17.2134,0.9605,0.9528
17.1019,17.8797,13.0828,40.35,7.1373,25.2725,15.4327,14.5455,39.4075,15.6274,14.0521,7.1945
2.7645,15.0792,12.146,4.6136,16.9663,1.2035,2.9561,1.5384,6.4043,2.0657,8.8571,0.0593
4.129,4.3993,2.7845,9.3237,0.8548,6.3458,4.4081,8.4482,8.6257,3.806,7.2405,1.9609
47.4152,209.696,20.9533,36.2959,0.2365,30.9255,123.0886,62.4274,191.6478,20.3796,23.2868,10.209
8.3366,15.0876,9.0957,7.5838,2.95,9.8034,9.836,15.4028,23.5246,26.6285,8.6328,4.0911
0.5162,2.534,1.3252,2.924,34.1211,2.1015,1.2838,0.703,2.6067,9.1562,3.6083,0.7331
7.9225,6.2464,9.8196,12.1159,2.4834,14.105,15.3629,10.2014,10.6871,6.9684,5.8042,2.3559
3.3239,4.2965,2.0236,3.7439,6.8874,1.9973,1.7313,2.5173,2.1777,1.768,2.5384,2.5173
1.5539,0.969,0.9576,2.8366,0.7136,13.1886,1.2898,1.9437,3.7137,2.4074,1.8182,0.8304
0.2674,0.1968,0.0,0.2083,0.0,0.5051,0.6638,0.2693,0.2639,0.209,0.0621,0.0
5.0195,22.569,0.6873,5.7241,0.3474,39.7697,32.9371,10.3958,19.2438,2.8157,11.0047,0.8262
14.8625,28.0157,19.8895,14.3308,7.7909,36.1867,30.2893,16.0786,24.9515,99.5949,29.6946,9.1496
0.1502,0.1659,0.1562,0.4975,0.0072,0.1419,0.4746,0.7262,0.7784,1.5462,0.2268,0.1229
6.4353,4.2989,6.1915,9.2263,109.8344,23.5712,11.7894,13.6379,8.444,19.0705,12.9845,4.9182
17.1186,26.7933,24.4337,16.6582,18.7204,31.7907,24.312,14.7653,21.1105,55.6447,24.4888,16.7038
0.0937,0.3363,0.0195,0.0365,0.0,0.0966,0.2221,0.0189,0.0231,0.0061,0.3754,0.1916
3.1231,1.3484,0.2939,2.629,0.2226,2.152,1.5664,0.5631,2.0693,0.7034,1.5336,0.5618
0.0293,0.0,0.0,0.057,0.0,0.0,0.0,0.0295,0.0,0.0,0.017,0.0
3.2542,1.3522,1.9224,0.2942,7.2917,2.8887,0.4649,0.4426,9.5379,4.5625,0.4943,0.1053
0.5832,0.8114,3.3842,2.5631,1.4484,7.8966,2.0204,3.9347,1.3722,26.14,0.5513,0.6171
7.5883,12.6166,8.0778,10.0343,0.9546,8.6389,9.9551,7.6668,7.3315,20.7779,14.3581,9.4037
19.5753,54.6219,5.185,55.8066,4.1572,29.4454,14.1024,35.3119,7.533,34.9351,28.3701,14.1304
3.8005,1.6222,0.3054,6.7602,0.159,0.1182,1.6783,3.6063,1.3592,1.7405,0.3838,0.0986
0.2558,0.4708,0.5909,0.0,0.9432,1.0249,0.6734,0.8587,0.3155,0.2222,0.693,0.1307
2.3085,3.8787,8.2073,2.9957,8.1826,14.3044,4.0636,5.3151,6.1933,4.3474,9.8912,1.6977
99.6621,70.354,87.7822,87.7625,35.6788,155.7328,106.9249,117.4163,102.4437,93.193,93.5022,52.0571
29.9572,30.0173,31.7047,50.0599,12.7146,53.7925,40.93,56.1025,42.6462,26.7834,36.745,16.0681
0.5619,0.9825,2.7908,2.6635,0.6036,2.5973,2.177,1.396,3.4546,7.2239,3.0668,0.9383
13.6181,46.1812,24.7937,10.8129,27.3209,16.8571,26.1578,34.5762,25.6392,26.2995,28.5767,6.641
202.7777,215.1426,181.2401,190.2337,63.9117,189.7579,113.6334,347.1606,175.5316,146.5668,150.3083,138.8295
51.2459,104.7957,92.0027,66.5864,25.6814,91.4737,125.9732,70.9079,196.2617,71.989,61.7142,30.9633
68.2214,60.6674,53.2111,67.083,22.325,93.3267,174.0294,50.4858,48.7741,72.5082,74.8395,37.8939
0.0232,12.9504,13.3206,10.3004,0.0817,15.1516,12.2819,42.9641,0.0476,0.9454,8.0766,0.0316
42.5267,30.5213,36.8052,58.8871,4.9127,27.3517,25.3236,54.346,13.4691,73.4341,54.9385,20.1037
7.2112,11.4557,6.4333,12.9727,3.2899,11.2628,7.0712,10.0024,10.5745,11.1336,7.0304,5.7606
0.1217,0.734,0.3841,0.158,0.0325,0.2902,0.2746,0.4221,0.5003,0.2378,0.5416,0.0967
0.0,0.0994,0.0749,0.491,0.8313,0.4019,0.0,0.0363,0.0444,0.0,0.1672,0.092
63.6779,55.1655,58.0895,90.25,42.847,88.5804,110.6116,90.7688,74.4046,69.9109,48.8453,41.5492
7.8923,13.9941,7.9616,14.1603,4.0444,15.2917,12.3926,11.2594,14.6397,21.2629,9.7618,4.4214
74.0549,146.1786,56.5597,83.6075,1.468,226.3727,84.6957,64.9599,72.8003,85.1148,51.8994,15.9724
284.8433,57.6835,53.3554,99.4999,0.2186,184.7342,410.0016,371.7155,600.7231,13.6095,241.0745,48.6401
45.2586,78.9168,45.7409,14.3227,27.2523,33.813,11.9941,27.4895,19.1654,7.5925,234.5194,4.2919
180.5253,23.2759,45.3756,121.317,15.6225,93.3229,93.5447,122.3338,101.1492,20.4268,176.7529,10.6514
19.5762,25.8146,14.0721,22.7157,10.1883,8.3958,20.5949,22.8222,29.4326,22.0244,20.4117,6.8688
4.085,5.9434,17.5739,12.4398,9.413,54.9027,18.3818,18.8492,16.9532,12.3736,26.7518,4.2875
13.5297,10.6537,10.8738,12.9514,27.1593,29.1269,24.9679,13.2931,19.8464,15.2039,14.3273,6.4824
5.9846,1.8824,4.9255,7.1938,0.735,13.4283,9.1785,9.1626,7.1384,3.7229,4.4687,1.3996
7.9095,11.5024,31.08,10.8917,19.1266,29.6023,40.4306,25.2645,14.2057,60.3896,23.3036,6.7822
9.0257,3.4355,3.8807,12.6407,3.8926,7.6126,5.7756,8.504,12.9889,4.9401,4.2758,3.8389
73.6268,109.383,103.8252,80.1404,30.3572,164.051,126.7157,111.377,107.7543,187.4826,99.4833,31.8375
144.6878,75.6141,85.215,87.7901,4.7058,166.4042,142.9139,124.3909,148.7928,43.2107,142.4991,35.2388
1.7062,0.793,0.4139,1.8116,0.0862,0.4176,0.9146,1.4437,0.8842,1.5174,0.6836,0.1134
12.0761,8.4677,9.3379,16.3105,11.2937,20.1768,17.171,21.9862,16.4434,19.3232,13.1844,2.2982
0.0,0.0,0.0,0.0,0.0176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442.2814,856.7553,588.7993,644.7579,61.6547,1093.633,451.5373,481.4951,264.6273,1878.227,268.5879,131.6558
0.0394,0.285,0.0234,1.8759,0.0027,0.0097,0.0127,0.1361,0.5975,0.022,0.7325,0.0
143.5036,157.0948,163.7559,212.1838,14.576,183.8171,114.2161,123.0086,211.9321,101.3388,216.6301,46.961
8.4498,14.7959,6.3069,7.9072,7.1494,8.6822,10.9049,20.1946,53.2676,6.023,9.6287,2.4073
3.3561,1.4927,1.9937,5.8227,1.7664,4.9403,5.2838,3.8737,7.3249,6.8522,3.9272,2.013
11.4156,12.1627,11.7986,18.9991,27.696,13.1586,12.1954,29.6259,32.4193,5.9099,24.4568,3.5127
1.1889,0.4991,0.0867,0.8127,0.1104,0.2328,0.6591,1.4497,0.9779,0.5708,0.2301,0.0427
0.0429,0.0987,0.0446,0.1463,0.2889,1.0223,0.1816,1.0912,0.5558,15.3185,0.137,0.1864
0.0,15.6952,0.0353,0.011,0.0054,0.0729,0.0255,0.0,0.0209,0.0074,0.0131,0.0
0.7917,0.296,1.046,2.169,1.8446,0.5524,1.4239,1.595,8.0587,1.9344,1.0056,0.4174
22.3723,54.146,23.285,32.7254,9.6124,49.1836,15.5549,28.1692,27.5796,56.7738,24.749,24.5999
5.094,12.7289,6.3477,4.3706,2.3995,8.4765,8.3996,4.5197,5.0801,6.0876,4.1687,3.6567
25.7285,64.8978,35.5571,69.2856,10.8289,40.9102,19.305,44.5086,71.6559,57.1772,35.1147,34.9028
27.1739,31.34,31.9865,31.5695,26.8778,57.1418,58.5517,52.2244,31.9749,18.1662,41.2131,10.4103
12.1455,19.1136,11.7505,14.7379,6.2709,22.3181,15.8815,12.3176,10.5612,16.1641,16.2836,7.6078
1.3586,0.4886,0.5303,0.5476,0.1089,3.721,1.2688,0.5033,0.7899,2.2485,1.0518,0.0798
2.9353,17.4062,6.5418,2.0888,0.2452,3.3808,8.0928,5.8603,8.848,18.8269,2.4189,4.2053
56.2581,65.7171,121.2455,40.612,44.9156,88.5982,72.3547,65.5258,138.004,29.589,53.9805,18.3397
13.1331,15.36,17.4485,41.2908,11.614,27.7251,18.7426,19.3752,35.0997,16.8107,17.8216,6.1459
10.3223,18.7283,18.8843,26.9245,162.7433,29.0345,17.2368,32.2968,12.5381,23.001,23.8325,9.175
22.775,81.5908,27.1431,34.1102,5.0661,78.0754,29.8466,26.0909,32.7953,19.6152,21.3534,5.3616
45.8674,25.8925,47.0352,38.7007,0.1842,79.14,29.5417,58.9728,102.5425,5.9181,30.3073,9.8401
0.0337,0.2172,0.0467,0.5912,0.0324,0.2316,1.2938,1.1888,0.1248,0.1538,0.1371,0.0862
35.7698,42.3992,35.5361,32.0763,14.6774,45.67,64.2121,46.2698,30.9616,37.2009,55.0461,17.0776
6.8112,12.3543,5.046,8.4768,4.9179,13.9321,8.5851,8.4221,16.8776,15.4349,9.5286,6.448
7.0248,11.5096,8.8216,15.6095,21.4653,10.7027,13.5161,20.9337,6.6077,21.652,9.2649,5.5825
0.8272,0.4778,0.7196,1.3225,0.236,1.8614,0.3734,0.678,1.112,7.2289,0.795,0.0962
0.0,0.0,0.0,0.0,0.0,0.0196,0.0,0.0,0.0,0.0446,0.0,0.0
6.2173,6.3635,9.0545,7.1728,6.0829,15.0051,12.2215,10.1706,12.7628,8.2042,11.7053,4.6677
13.5279,28.4667,6.5556,15.9813,2.7903,7.3229,9.7948,16.9404,12.5781,8.6729,15.3335,3.2532
8.172,3.4705,7.4568,6.5774,2.349,9.6246,25.4954,11.4281,12.4157,10.4345,18.5546,1.9474
8.1728,20.078,9.3321,11.755,6.3201,10.651,15.1457,8.7296,12.5362,6.561,6.173,6.0012
107.448,112.8391,140.1201,146.4418,196.8239,169.5416,106.6741,109.074,132.3992,190.921,176.1916,61.8016
18.7786,27.6248,26.865,10.7393,9.7427,39.2203,29.5374,22.9488,18.2889,51.4567,37.6277,10.4683
73.9181,48.1967,81.4186,90.7519,33.7982,134.6434,93.1221,49.9225,101.3378,76.8408,64.0524,19.3563
0.0,0.0315,0.0,0.0133,0.0,0.0117,0.0617,0.0069,0.0169,0.049,0.0,0.0349
141.519,370.5395,486.3932,78.7322,0.0485,31.3248,174.0269,232.0353,44.5354,52.0049,27.5796,17.7209
11.8757,6.311,10.8816,8.5983,4.3571,10.7273,21.4545,19.1861,17.7114,19.2088,11.2868,2.3133
16.8565,28.4976,35.6558,22.0079,13.5769,44.4093,31.0518,45.6952,27.8419,18.231,38.245,7.841
25.4462,92.437,59.1939,87.3809,16.8653,50.8336,55.3591,46.0463,54.5685,94.5341,36.7356,48.3482
3029.3777,5214.0325,5981.5981,3786.1771,405.2427,3733.0238,4612.9096,4440.5967,2462.8006,5013.8892,3371.7793,4121.4689
5.4137,9.7327,9.3803,3.5751,0.4138,10.4793,15.7911,15.4119,16.0475,4.0129,11.0425,1.3486
2.153,9.9699,3.3001,3.5045,1.3385,5.7975,4.0157,3.9637,2.8784,6.4646,4.2403,1.3996
0.0327,0.0451,0.0,0.0,0.0,0.1123,0.1106,0.0329,0.0806,0.0852,0.038,0.0
2.836,7.2881,2.6344,1.7364,27.6556,1.0627,7.0327,5.1643,3.6354,5.1066,2.1002,1.0092
12.059,22.3861,10.2952,10.8742,6.0107,20.2,23.013,15.794,13.348,23.8467,18.1159,7.3661
104.3193,149.4868,196.1291,155.0504,93.9636,190.2459,205.443,138.9688,92.456,137.638,163.5266,94.4551
0.694,0.6033,0.196,0.5008,0.0804,0.5849,0.3191,0.4013,1.3796,0.5694,0.2836,0.5716
2.2688,0.6038,0.1642,3.7455,3.2083,1.424,2.766,5.3876,4.6655,0.3265,1.0159,0.2422
26.3443,28.5412,22.1296,27.7913,7.8318,25.987,26.4715,29.5493,24.5266,33.9646,26.9781,9.9642
5.581,3.0949,1.1694,8.8727,0.613,2.0568,3.2623,6.8339,3.1154,3.9668,3.0557,1.5321
3.771,0.5079,5.1316,6.7193,0.0442,0.8293,2.4392,9.8205,14.5254,0.4494,6.8629,2.3275
0.2495,0.3862,0.503,1.0162,0.0,1.8502,6.0275,0.6054,0.9514,0.0,0.3622,0.0
15.8819,23.6907,15.8381,21.4643,8.5424,16.0486,13.9072,11.8215,16.0306,7.5826,12.1131,9.3042
22.1758,20.4898,45.4044,38.7883,15.1796,54.2713,42.9548,36.0295,28.7403,41.4149,52.5029,12.8366
12.6732,13.7654,11.16,10.7827,8.3176,11.8089,14.0683,16.3608,17.1589,27.4434,7.7452,6.63
29.8088,145.412,49.6565,27.7247,12.2529,43.9874,74.0856,56.0544,36.4546,86.3091,43.6741,15.5966
10.834,14.4008,24.2425,45.3767,7.2883,15.7831,16.0931,22.8833,15.9818,22.8539,20.1038,8.07
5.4277,6.9615,7.4347,11.1098,3.4002,8.8413,4.9664,9.5954,5.147,9.6533,6.7347,3.3841
9.9835,9.3973,18.2399,17.6955,3.823,20.0078,19.1739,30.4219,12.6778,25.7383,20.7397,6.1486
53.7834,29.5259,40.7171,34.9003,12.2899,66.0116,92.8998,80.4439,72.728,40.7142,71.9004,9.4558
41.3794,37.6495,40.1174,46.8358,19.1709,37.5272,71.9978,39.6944,71.595,30.2159,29.4237,16.0636
17.0346,24.0428,17.9862,23.8204,19.1977,31.4984,26.4402,16.1263,16.4513,16.7249,17.3498,4.3357
64.3078,116.4366,87.0335,41.9634,42.3058,115.1514,70.8399,73.2777,48.3141,213.4565,82.2413,54.362
6.5979,5.4704,4.7109,8.3106,1.3953,9.109,5.3276,12.7477,3.579,3.2056,8.9506,3.4748
15.0752,10.5509,18.2758,13.3072,12.7904,25.1295,19.8959,19.9722,25.2832,14.8052,18.2,4.8331
1.2355,0.4992,1.8588,3.1702,0.1739,5.1236,7.0225,8.1653,17.4561,0.4614,2.3973,0.5007
1.436,1.2129,2.3559,3.4174,0.5771,3.4887,3.0155,8.0473,14.4211,1.0659,3.9847,1.2267
7.8898,1.8646,6.8688,4.2114,5.1188,11.048,11.0368,5.4174,5.5469,9.3557,12.9135,2.6694
6.6917,131.2087,6.5392,4.7774,0.3399,6.6979,28.1585,24.5477,22.0851,15.0927,5.72,6.8986
23.1141,26.9581,15.1133,27.0753,4.031,30.3294,19.8463,29.7322,26.8799,28.6134,20.0812,10.2075
170.9648,107.5667,64.5917,62.1458,3.6569,123.6785,92.4912,55.9318,140.5339,61.6451,100.1251,65.5974
8.1389,5.032,2.8118,3.4372,28.7207,18.1247,4.4377,18.7308,11.6344,14.4925,19.5119,0.4892
38.4782,195.4444,26.6028,91.4381,0.8365,41.8241,77.676,68.3292,134.8363,35.1536,27.3463,12.9551
5.4041,2.3782,2.5227,4.5996,1.489,4.1393,6.7203,6.7845,8.1079,9.0289,4.4176,0.8818
9.2692,9.5284,7.467,13.9293,2.739,10.4181,15.3892,11.0313,14.5099,14.8819,12.0704,7.7241
3.5524,1.3842,0.4673,4.3949,0.1621,0.2227,1.3461,2.4029,0.6718,2.2132,0.6324,0.0
6.124,10.6826,7.5292,5.3178,14.6487,9.3895,13.9022,10.3208,19.973,11.0421,6.354,0.6431
39.8186,34.0296,67.6233,46.6232,21.6225,82.1765,46.4854,44.0038,64.8594,64.6234,34.9144,48.6947
12.0561,7.272,29.392,13.5754,27.5725,46.1922,27.293,45.2572,29.1742,23.6505,61.9818,63.7952
5.5528,1.1454,2.1111,6.4652,0.9891,1.9846,12.8336,9.2823,3.59,4.9654,1.7997,2.0268
18.1176,33.363,16.5477,40.8901,0.0285,4.7537,38.1021,50.5444,77.8723,9.3258,27.324,8.4298
10.4765,78.3739,48.1808,18.5499,0.0181,12.243,29.0183,13.1468,5.936,2.9055,17.0395,6.5439
40.256,40.0098,37.1721,65.8936,13.796,14.9024,47.0071,66.8414,68.6456,23.6672,39.3984,13.9556
35.4758,30.2047,18.2839,51.4749,3.4072,11.0133,33.7059,36.1396,57.4639,25.162,21.6367,7.2939
21.2711,22.2225,9.7039,31.5461,0.1728,5.8005,16.003,33.7437,52.9615,4.2451,22.7489,7.9598
15.2033,16.5918,15.0655,27.8116,17.1066,11.6434,22.4373,31.9303,56.863,14.4005,17.4524,6.4937
0.0,0.0,0.0439,0.0,212.0276,0.0544,0.0,0.1276,0.0,0.0413,0.0368,0.0
12.0587,20.3876,7.8097,24.8164,25.8318,13.9459,36.7974,30.2622,46.2386,8.1166,19.1573,6.2554
